id,source,target,relation,evidence,evidence_url,evidence_locator,epistemic_status,evidence_file,evidence_page
e467,cs-generative-2017,area:sparse,bridges_field,Uses the range of a generative model as a prior for recovering signals from limited measurements.,https://arxiv.org/abs/1703.03208,Broad field classification based on stated method/application; not a novelty claim,curated_classification,,
e468,optimal-sampling-2024,area:sparse,bridges_field,Explains weighted least-squares sampling strategies tied to the approximation space through Christoffel functions.,https://arxiv.org/abs/2409.02342,Broad field classification based on stated method/application; not a novelty claim,curated_classification,,
e469,operator-sampling-2024,area:sparse,bridges_field,"Analyzes information limits for learning Lipschitz operators under Gaussian measures, including adaptive linear samples.",https://arxiv.org/abs/2410.23440,Broad field classification based on stated method/application; not a novelty claim,curated_classification,,
e470,nonlinear-sampling-2024,area:sparse,bridges_field,"Unifies learning from linear samples for nonlinear model classes, including compressed sensing and active regression.",https://proceedings.mlr.press/v235/adcock24a.html,Broad field classification based on stated method/application; not a novelty claim,curated_classification,,
e471,deepvivonet-2025,area:sparse,bridges_field,"Uses marine-riser field data for sparse reconstruction and forecasting, then optimizes sensor placement with an outer loop.",https://arxiv.org/abs/2501.04105,Broad field classification based on stated method/application; not a novelty claim,curated_classification,,
e472,eim-2004,area:integration,bridges_field,Builds a reduced representation of parameter-dependent functions using selected evaluation points.,https://www.mit.edu/~cuongng/publication/pub1/,Broad field classification based on stated method/application; not a novelty claim,curated_classification,,
e473,deim-2009,area:integration,bridges_field,Uses a reduced basis and selected entries to cheaply approximate nonlinear terms.,https://laertes.caam.rice.edu/tech_reports/2009/TR09-05.pdf,Broad field classification based on stated method/application; not a novelty claim,curated_classification,,
e474,ecm-2017,area:integration,bridges_field,Selects integration points and positive weights to reproduce reduced internal-force integrals in finite-element models.,https://upcommons.upc.edu/handle/2117/91502?locale-attribute=en,Broad field classification based on stated method/application; not a novelty claim,curated_classification,,
e475,cecm-2023,area:integration,bridges_field,Optimizes integration locations as well as weights to obtain small positive cubature rules.,https://arxiv.org/abs/2308.03877,Broad field classification based on stated method/application; not a novelty claim,curated_classification,,
e476,fno-discretization-2024,area:integration,bridges_field,Analyzes errors introduced when a continuous Fourier neural operator is evaluated on a finite grid.,https://arxiv.org/abs/2405.02221,Broad field classification based on stated method/application; not a novelty claim,curated_classification,,
e477,kno-2024,area:integration,bridges_field,Separates trainable kernel design from quadrature and supports geometrically flexible integral-operator computation.,https://arxiv.org/abs/2407.00809,Broad field classification based on stated method/application; not a novelty claim,curated_classification,,
e478,learnable-quadrature-2025,area:integration,bridges_field,"Learns quadrature rules for PINN loss evaluation, with a hypernetwork extension across PDE instances.",https://papers.neurips.cc/paper_files/paper/2025/hash/382b95a6580cfb0b5ca33c74b4e0e770-Abstract-Conference.html,Broad field classification based on stated method/application; not a novelty claim,curated_classification,,
e479,acoustic-quadrature-2026,area:integration,bridges_field,"Uses a complex-linear, quadrature-aware boundary-to-field model for resonant acoustics.",https://arxiv.org/abs/2607.04407,Broad field classification based on stated method/application; not a novelty claim,curated_classification,,
e480,adaptive-cubature-2026,area:integration,bridges_field,Lets cubature weights vary with latent state and prunes integration entities in reduced finite-element models.,https://arxiv.org/abs/2609.03068,Broad field classification based on stated method/application; not a novelty claim,curated_classification,,
e481,principled-2026,area:integration,bridges_field,"Explains how to convert finite-dimensional network designs into function-space operators, with coordinates, quadrature and discretization convergence made explicit.",https://www.nature.com/articles/s42256-026-01267-z,Broad field classification based on stated method/application; not a novelty claim,curated_classification,,
e482,frame-kernel-2026,area:integration,bridges_field,Uses multiscale kernel-frame representations of input and output functions for operator learning.,https://arxiv.org/abs/2608.25084,Broad field classification based on stated method/application; not a novelty claim,curated_classification,,
e483,gns-2020,area:engineering,bridges_field,Learns particle-based physical simulation across materials using graph-network interactions.,https://arxiv.org/abs/2002.09405,Broad field classification based on stated method/application; not a novelty claim,curated_classification,,
e484,u-fno-2021,area:engineering,bridges_field,Combines U-Net-style processing with Fourier operator components for multiphase subsurface flow.,https://arxiv.org/abs/2109.03697,Broad field classification based on stated method/application; not a novelty claim,curated_classification,,
e485,seismic-2021,area:engineering,bridges_field,Studies neural-operator surrogates for wave propagation and seismic inversion.,https://arxiv.org/abs/2108.05421,Broad field classification based on stated method/application; not a novelty claim,curated_classification,,
e486,pdebench-2022,area:engineering,bridges_field,Provides multiple PDE datasets and baseline implementations for scientific machine learning.,https://arxiv.org/abs/2210.07182,Broad field classification based on stated method/application; not a novelty claim,curated_classification,,
e487,em-design-2023,area:engineering,bridges_field,Uses a neural-operator surrogate for repeated electromagnetic evaluation during inverse design.,https://arxiv.org/abs/2302.01934,Broad field classification based on stated method/application; not a novelty claim,curated_classification,,
e488,gino-2023,area:engineering,bridges_field,Combines graph-based geometry handling with a regular latent Fourier grid for 3D aerodynamic prediction.,https://arxiv.org/abs/2309.00583,Broad field classification based on stated method/application; not a novelty claim,curated_classification,,
e489,well-2024,area:engineering,bridges_field,Collects diverse spatiotemporal physical simulations with a common learning interface.,https://arxiv.org/abs/2412.00568,Broad field classification based on stated method/application; not a novelty claim,curated_classification,,
e490,ultrasound-2024,area:engineering,bridges_field,Predicts acoustic pressure fields for heterogeneous spinal-cord anatomy using a DeepONet surrogate.,https://arxiv.org/abs/2412.16118,Broad field classification based on stated method/application; not a novelty claim,curated_classification,,
e491,manufacturing-2025,area:engineering,bridges_field,"Combines operator and recurrent components to predict distortion from thermal history, with physics-based training constraints.",https://arxiv.org/abs/2511.13178,Broad field classification based on stated method/application; not a novelty claim,curated_classification,,
e492,acoustic-quadrature-2026,area:engineering,bridges_field,"Uses a complex-linear, quadrature-aware boundary-to-field model for resonant acoustics.",https://arxiv.org/abs/2607.04407,Broad field classification based on stated method/application; not a novelty claim,curated_classification,,
e493,fourcastnet-2022,area:weather,bridges_field,Uses adaptive Fourier neural operators for global weather prediction and inexpensive ensembles.,https://arxiv.org/abs/2202.11214,Broad field classification based on stated method/application; not a novelty claim,curated_classification,,
e494,sfno-2023,area:weather,bridges_field,Adapts spectral operator computation to spherical geometry for atmospheric dynamics.,https://arxiv.org/abs/2306.03838,Broad field classification based on stated method/application; not a novelty claim,curated_classification,,
e495,fourcastnet3-2025,area:weather,bridges_field,Moves toward probabilistic geometric weather forecasting with spherical convolution and efficient ensembles.,https://arxiv.org/abs/2507.12144,Broad field classification based on stated method/application; not a novelty claim,curated_classification,,
e496,world-models-2018,area:robotics,bridges_field,Learns a compact predictive environment model and trains a controller using that representation.,https://arxiv.org/abs/1803.10122,Broad field classification based on stated method/application; not a novelty claim,curated_classification,,
e497,pde-control-2023,area:robotics,bridges_field,Approximates a controller-design operator with DeepONet for a hyperbolic system with recycle and delay.,https://arxiv.org/abs/2307.11436,Broad field classification based on stated method/application; not a novelty claim,curated_classification,,
e498,dreamerv3-2023,area:robotics,bridges_field,Learns latent dynamics and improves an actor through imagined trajectories across control domains.,https://arxiv.org/abs/2301.04104,Broad field classification based on stated method/application; not a novelty claim,curated_classification,,
e499,pno-2024,area:robotics,bridges_field,"Learns the map from spatial cost functions to motion-planning value functions, motivated by an Eikonal PDE.",https://arxiv.org/abs/2410.17547,Broad field classification based on stated method/application; not a novelty claim,curated_classification,,
e500,vjepa2-2025,area:robotics,bridges_field,Combines video representation learning with action-conditioned post-training for robot planning.,https://arxiv.org/abs/2506.09985,Broad field classification based on stated method/application; not a novelty claim,curated_classification,,
e501,soft-robot-2026,area:robotics,bridges_field,Learns a differentiable actuation-to-shape operator and composes it with task maps for inverse kinematics.,https://arxiv.org/abs/2602.18655,Broad field classification based on stated method/application; not a novelty claim,curated_classification,,
e502,world-models-2018,area:world,bridges_field,Learns a compact predictive environment model and trains a controller using that representation.,https://arxiv.org/abs/1803.10122,Broad field classification based on stated method/application; not a novelty claim,curated_classification,,
e503,gns-2020,area:world,bridges_field,Learns particle-based physical simulation across materials using graph-network interactions.,https://arxiv.org/abs/2002.09405,Broad field classification based on stated method/application; not a novelty claim,curated_classification,,
e504,dreamerv3-2023,area:world,bridges_field,Learns latent dynamics and improves an actor through imagined trajectories across control domains.,https://arxiv.org/abs/2301.04104,Broad field classification based on stated method/application; not a novelty claim,curated_classification,,
e505,vjepa2-2025,area:world,bridges_field,Combines video representation learning with action-conditioned post-training for robot planning.,https://arxiv.org/abs/2506.09985,Broad field classification based on stated method/application; not a novelty claim,curated_classification,,
e506,vjepa21-2026,area:world,bridges_field,Develops dense video/image representations through revised predictive objectives and reports downstream visual and robot evaluations.,https://arxiv.org/abs/2603.14482,Broad field classification based on stated method/application; not a novelty claim,curated_classification,,
e507,poseidon-2024,area:foundation,bridges_field,Pretrains a PDE model and adapts it to downstream physical problems.,https://arxiv.org/abs/2405.19101,Broad field classification based on stated method/application; not a novelty claim,curated_classification,,
e508,composition-2026,area:foundation,bridges_field,Pretrains local operators and adapts a lightweight composition module to changed domains or conditions.,https://arxiv.org/abs/2609.03069,Broad field classification based on stated method/application; not a novelty claim,curated_classification,,
e509,cs-generative-2017,area:inverse,bridges_field,Uses the range of a generative model as a prior for recovering signals from limited measurements.,https://arxiv.org/abs/1703.03208,Broad field classification based on stated method/application; not a novelty claim,curated_classification,,
e510,seismic-2021,area:inverse,bridges_field,Studies neural-operator surrogates for wave propagation and seismic inversion.,https://arxiv.org/abs/2108.05421,Broad field classification based on stated method/application; not a novelty claim,curated_classification,,
e511,nio-2023,area:inverse,bridges_field,Combines operator-learning components for PDE inverse problems where observations encode an operator-valued measurement map.,https://arxiv.org/abs/2301.11167,Broad field classification based on stated method/application; not a novelty claim,curated_classification,,
e512,em-design-2023,area:inverse,bridges_field,Uses a neural-operator surrogate for repeated electromagnetic evaluation during inverse design.,https://arxiv.org/abs/2302.01934,Broad field classification based on stated method/application; not a novelty claim,curated_classification,,
e513,nfm-2024,area:timeseries,bridges_field,"Models time series in the frequency domain, including evaluation under changed sampling rates.",https://arxiv.org/abs/2410.04703,Broad field classification based on stated method/application; not a novelty claim,curated_classification,,
e514,deepvivonet-2025,area:timeseries,bridges_field,"Uses marine-riser field data for sparse reconstruction and forecasting, then optimizes sensor placement with an outer loop.",https://arxiv.org/abs/2501.04105,Broad field classification based on stated method/application; not a novelty claim,curated_classification,,
e515,manufacturing-2025,area:timeseries,bridges_field,"Combines operator and recurrent components to predict distortion from thermal history, with physics-based training constraints.",https://arxiv.org/abs/2511.13178,Broad field classification based on stated method/application; not a novelty claim,curated_classification,,
e516,principled-2026,gino-2023,cites,Explicit numbered reference in the supplied 2026 paper.,https://www.nature.com/articles/s42256-026-01267-z,"Reference 9, journal pp. 1180–1181",documented,,
e517,principled-2026,fno-discretization-2024,cites,Explicit numbered reference in the supplied 2026 paper.,https://www.nature.com/articles/s42256-026-01267-z,"Reference 13, journal pp. 1180–1181",documented,,
e518,principled-2026,neuralop-library-2024,cites,Explicit numbered reference in the supplied 2026 paper.,https://www.nature.com/articles/s42256-026-01267-z,"Reference 14, journal pp. 1180–1181",documented,,
e519,principled-2026,fno-2020,cites,Explicit numbered reference in the supplied 2026 paper.,https://www.nature.com/articles/s42256-026-01267-z,"Reference 15, journal pp. 1180–1181",documented,,
e520,principled-2026,practical-fno-2025,cites,Explicit numbered reference in the supplied 2026 paper.,https://www.nature.com/articles/s42256-026-01267-z,"Reference 16, journal pp. 1180–1181",documented,,
e521,principled-2026,graph-kernel-2020,cites,Explicit numbered reference in the supplied 2026 paper.,https://www.nature.com/articles/s42256-026-01267-z,"Reference 23, journal pp. 1180–1181",documented,,
e522,principled-2026,sfno-2023,cites,Explicit numbered reference in the supplied 2026 paper.,https://www.nature.com/articles/s42256-026-01267-z,"Reference 25, journal pp. 1180–1181",documented,,
e523,sindy-2015,stable-cs-2005,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/1509.03580,Downloaded PDF page 19; see metadata/citations.json for bibliographic context,documented,sindy-2015.pdf,19
e524,cs-generative-2017,stable-cs-2005,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/1703.03208,Downloaded PDF page 11; see metadata/citations.json for bibliographic context,documented,cs-generative-2017.pdf,11
e525,ecm-2017,eim-2004,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://upcommons.upc.edu/handle/2117/91502?locale-attribute=en,Downloaded PDF page 35; see metadata/citations.json for bibliographic context,documented,ecm-2017.pdf,35
e526,ecm-2017,deim-2009,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://upcommons.upc.edu/handle/2117/91502?locale-attribute=en,Downloaded PDF page 35; see metadata/citations.json for bibliographic context,documented,ecm-2017.pdf,35
e527,deeponet-2019,chen-1995,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/1910.03193,Downloaded PDF page 16; see metadata/citations.json for bibliographic context,documented,deeponet-2019.pdf,16
e528,fno-2020,deeponet-2019,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/2010.08895,Downloaded PDF page 11; see metadata/citations.json for bibliographic context,documented,fno-2020.pdf,11
e529,fno-2020,graph-kernel-2020,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/2010.08895,Downloaded PDF page 11; see metadata/citations.json for bibliographic context,documented,fno-2020.pdf,11
e530,neural-operator-2021,chen-1995,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/2108.08481,Downloaded PDF page 62; see metadata/citations.json for bibliographic context,documented,2108.08481v6.pdf,62
e531,neural-operator-2021,deeponet-2019,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/2108.08481,Downloaded PDF page 66; see metadata/citations.json for bibliographic context,documented,2108.08481v6.pdf,66
e532,neural-operator-2021,fno-2020,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/2108.08481,Downloaded PDF page 65; see metadata/citations.json for bibliographic context,documented,2108.08481v6.pdf,65
e533,neural-operator-2021,graph-kernel-2020,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/2108.08481,Downloaded PDF page 65; see metadata/citations.json for bibliographic context,documented,2108.08481v6.pdf,65
e534,neural-operator-2021,u-fno-2021,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/2108.08481,Downloaded PDF page 68; see metadata/citations.json for bibliographic context,documented,2108.08481v6.pdf,68
e535,seismic-2021,graph-kernel-2020,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/2108.05421,Downloaded PDF page 11; see metadata/citations.json for bibliographic context,documented,seismic-2021.pdf,11
e536,u-fno-2021,deeponet-2019,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/2109.03697,Downloaded PDF page 36; see metadata/citations.json for bibliographic context,documented,u-fno-2021.pdf,36
e537,u-fno-2021,fno-2020,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/2109.03697,Downloaded PDF page 36; see metadata/citations.json for bibliographic context,documented,u-fno-2021.pdf,36
e538,u-fno-2021,graph-kernel-2020,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/2109.03697,Downloaded PDF page 36; see metadata/citations.json for bibliographic context,documented,u-fno-2021.pdf,36
e539,fourcastnet-2022,fno-2020,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/2202.11214,Downloaded PDF page 22; see metadata/citations.json for bibliographic context,documented,2202.11214v1.pdf,22
e540,pdebench-2022,fno-2020,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/2210.07182,Downloaded PDF page 14; see metadata/citations.json for bibliographic context,documented,pdebench-2022.pdf,14
e541,pdebench-2022,neural-operator-2021,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/2210.07182,Downloaded PDF page 13; see metadata/citations.json for bibliographic context,documented,pdebench-2022.pdf,13
e542,cecm-2023,ecm-2017,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/2308.03877,Downloaded PDF page 37; see metadata/citations.json for bibliographic context,documented,cecm-2023.pdf,37
e543,dreamerv3-2023,world-models-2018,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/2301.04104,Downloaded PDF page 13; see metadata/citations.json for bibliographic context,documented,dreamerv3-2023.pdf,13
e544,em-design-2023,deeponet-2019,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/2302.01934,Downloaded PDF page 15; see metadata/citations.json for bibliographic context,documented,em-design-2023.pdf,15
e545,em-design-2023,fno-2020,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/2302.01934,Downloaded PDF page 16; see metadata/citations.json for bibliographic context,documented,em-design-2023.pdf,16
e546,em-design-2023,graph-kernel-2020,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/2302.01934,Downloaded PDF page 16; see metadata/citations.json for bibliographic context,documented,em-design-2023.pdf,16
e547,em-design-2023,neural-operator-2021,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/2302.01934,Downloaded PDF page 16; see metadata/citations.json for bibliographic context,documented,em-design-2023.pdf,16
e548,gino-2023,fno-2020,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/2309.00583,Downloaded PDF page 14; see metadata/citations.json for bibliographic context,documented,gino-2023.pdf,14
e549,gino-2023,gns-2020,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/2309.00583,Downloaded PDF page 14; see metadata/citations.json for bibliographic context,documented,gino-2023.pdf,14
e550,gino-2023,graph-kernel-2020,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/2309.00583,Downloaded PDF page 14; see metadata/citations.json for bibliographic context,documented,gino-2023.pdf,14
e551,gino-2023,neural-operator-2021,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/2309.00583,Downloaded PDF page 14; see metadata/citations.json for bibliographic context,documented,gino-2023.pdf,14
e552,gino-2023,seismic-2021,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/2309.00583,Downloaded PDF page 16; see metadata/citations.json for bibliographic context,documented,gino-2023.pdf,16
e553,gino-2023,fourcastnet-2022,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/2309.00583,Downloaded PDF page 14; see metadata/citations.json for bibliographic context,documented,gino-2023.pdf,14
e554,nio-2023,deeponet-2019,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/2301.11167,Downloaded PDF page 10; see metadata/citations.json for bibliographic context,documented,nio-2023.pdf,10
e555,nio-2023,neural-operator-2021,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/2301.11167,Downloaded PDF page 10; see metadata/citations.json for bibliographic context,documented,nio-2023.pdf,10
e556,nio-2023,fourcastnet-2022,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/2301.11167,Downloaded PDF page 11; see metadata/citations.json for bibliographic context,documented,nio-2023.pdf,11
e557,sfno-2023,u-fno-2021,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/2306.03838,Downloaded PDF page 12; see metadata/citations.json for bibliographic context,documented,sfno-2023.pdf,12
e558,fno-discretization-2024,deeponet-2019,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/2405.02221,Downloaded PDF page 11; see metadata/citations.json for bibliographic context,documented,fno-discretization-2024.pdf,11
e559,fno-discretization-2024,fno-2020,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/2405.02221,Downloaded PDF page 10; see metadata/citations.json for bibliographic context,documented,fno-discretization-2024.pdf,10
e560,fno-discretization-2024,neural-operator-2021,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/2405.02221,Downloaded PDF page 10; see metadata/citations.json for bibliographic context,documented,fno-discretization-2024.pdf,10
e561,fno-discretization-2024,fourcastnet-2022,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/2405.02221,Downloaded PDF page 11; see metadata/citations.json for bibliographic context,documented,fno-discretization-2024.pdf,11
e562,kno-2024,deeponet-2019,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/2407.00809,Downloaded PDF page 17; see metadata/citations.json for bibliographic context,documented,kno-2024.pdf,17
e563,kno-2024,fno-2020,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/2407.00809,Downloaded PDF page 16; see metadata/citations.json for bibliographic context,documented,kno-2024.pdf,16
e564,kno-2024,graph-kernel-2020,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/2407.00809,Downloaded PDF page 16; see metadata/citations.json for bibliographic context,documented,kno-2024.pdf,16
e565,kno-2024,neural-operator-2021,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/2407.00809,Downloaded PDF page 16; see metadata/citations.json for bibliographic context,documented,kno-2024.pdf,16
e566,kno-2024,pdebench-2022,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/2407.00809,Downloaded PDF page 18; see metadata/citations.json for bibliographic context,documented,kno-2024.pdf,18
e567,kno-2024,gino-2023,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/2407.00809,Downloaded PDF page 17; see metadata/citations.json for bibliographic context,documented,kno-2024.pdf,17
e568,neuralop-library-2024,fno-2020,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/2412.10354,Downloaded PDF page 6; see metadata/citations.json for bibliographic context,documented,neuralop-library-2024.pdf,6
e569,neuralop-library-2024,graph-kernel-2020,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/2412.10354,Downloaded PDF page 6; see metadata/citations.json for bibliographic context,documented,neuralop-library-2024.pdf,6
e570,neuralop-library-2024,neural-operator-2021,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/2412.10354,Downloaded PDF page 5; see metadata/citations.json for bibliographic context,documented,neuralop-library-2024.pdf,5
e571,neuralop-library-2024,gino-2023,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/2412.10354,Downloaded PDF page 6; see metadata/citations.json for bibliographic context,documented,neuralop-library-2024.pdf,6
e572,neuralop-library-2024,sfno-2023,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/2412.10354,Downloaded PDF page 5; see metadata/citations.json for bibliographic context,documented,neuralop-library-2024.pdf,5
e573,neuralop-library-2024,practical-fno-2025,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/2412.10354,Downloaded PDF page 5; see metadata/citations.json for bibliographic context,documented,neuralop-library-2024.pdf,5
e574,neuralop-library-2024,principled-2026,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/2412.10354,Downloaded PDF page 5; see metadata/citations.json for bibliographic context,documented,neuralop-library-2024.pdf,5
e575,nfm-2024,fno-2020,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/2410.04703,Downloaded PDF page 27; see metadata/citations.json for bibliographic context,documented,nfm-2024.pdf,27
e576,operator-sampling-2024,chen-1995,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/2410.23440,Downloaded PDF page 35; see metadata/citations.json for bibliographic context,documented,operator-sampling-2024.pdf,35
e577,operator-sampling-2024,deeponet-2019,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/2410.23440,Downloaded PDF page 36; see metadata/citations.json for bibliographic context,documented,operator-sampling-2024.pdf,36
e578,operator-sampling-2024,fno-2020,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/2410.23440,Downloaded PDF page 36; see metadata/citations.json for bibliographic context,documented,operator-sampling-2024.pdf,36
e579,operator-sampling-2024,neural-operator-2021,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/2410.23440,Downloaded PDF page 36; see metadata/citations.json for bibliographic context,documented,operator-sampling-2024.pdf,36
e580,optimal-sampling-2024,cs-generative-2017,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/2409.02342,Downloaded PDF page 34; see metadata/citations.json for bibliographic context,documented,optimal-sampling-2024.pdf,34
e581,optimal-sampling-2024,nonlinear-sampling-2024,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/2409.02342,Downloaded PDF page 33; see metadata/citations.json for bibliographic context,documented,optimal-sampling-2024.pdf,33
e582,pno-2024,chen-1995,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/2410.17547,Downloaded PDF page 11; see metadata/citations.json for bibliographic context,documented,pno-2024.pdf,11
e583,pno-2024,deeponet-2019,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/2410.17547,Downloaded PDF page 14; see metadata/citations.json for bibliographic context,documented,pno-2024.pdf,14
e584,pno-2024,fno-2020,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/2410.17547,Downloaded PDF page 13; see metadata/citations.json for bibliographic context,documented,pno-2024.pdf,13
e585,pno-2024,neural-operator-2021,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/2410.17547,Downloaded PDF page 12; see metadata/citations.json for bibliographic context,documented,pno-2024.pdf,12
e586,pno-2024,seismic-2021,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/2410.17547,Downloaded PDF page 15; see metadata/citations.json for bibliographic context,documented,pno-2024.pdf,15
e587,pno-2024,gino-2023,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/2410.17547,Downloaded PDF page 13; see metadata/citations.json for bibliographic context,documented,pno-2024.pdf,13
e588,poseidon-2024,chen-1995,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/2405.19101,Downloaded PDF page 12; see metadata/citations.json for bibliographic context,documented,poseidon-2024.pdf,12
e589,poseidon-2024,deeponet-2019,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/2405.19101,Downloaded PDF page 13; see metadata/citations.json for bibliographic context,documented,poseidon-2024.pdf,13
e590,poseidon-2024,fno-2020,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/2405.19101,Downloaded PDF page 13; see metadata/citations.json for bibliographic context,documented,poseidon-2024.pdf,13
e591,poseidon-2024,gns-2020,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/2405.19101,Downloaded PDF page 15; see metadata/citations.json for bibliographic context,documented,poseidon-2024.pdf,15
e592,poseidon-2024,neural-operator-2021,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/2405.19101,Downloaded PDF page 12; see metadata/citations.json for bibliographic context,documented,poseidon-2024.pdf,12
e593,poseidon-2024,pdebench-2022,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/2405.19101,Downloaded PDF page 15; see metadata/citations.json for bibliographic context,documented,poseidon-2024.pdf,15
e594,poseidon-2024,nio-2023,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/2405.19101,Downloaded PDF page 14; see metadata/citations.json for bibliographic context,documented,poseidon-2024.pdf,14
